N,P,K,temperature,humidity,ph,rainfall,label
14,41,7,29,58,6.31,756,Wheat
24,3,19,26,57,6.5,700,Barley
11,15,9,31,68,6.73,721,Pulses
35,29,16,35,52,7.46,439,Pulses
14,41,12,30,69,7.06,579,Pulses
26,30,11,36,61,6.26,684,Pulses
12,35,1,32,52,6.56,557,Maize
39,4,0,31,52,5.8,1183,Paddy
13,24,13,32,53,6.09,779,Barley
31,2,11,30,52,6.95,710,Oil seeds
16,18,5,38,66,6.75,356,Barley
17,31,1,34,67,6.15,571,Wheat
11,15,15,32,53,6.36,581,Pulses
20,18,12,28,62,7.49,757,Maize
11,17,12,25,65,6.05,663,Ground Nuts
24,37,10,28,50,5.56,621,Tobacco
8,0,6,27,62,6.29,869,Tobacco
37,10,11,34,57,6.68,1284,Sugarcane
39,1,18,35,56,5.76,1216,Paddy
4,7,19,35,64,5.92,1452,Paddy
25,42,1,28,63,6.14,624,Tobacco
16,38,1,34,72,6.58,715,Wheat
6,33,14,37,71,6.28,1372,Paddy
18,15,4,34,64,7.49,492,Wheat
12,40,0,27,70,7.46,618,Maize
4,33,17,29,67,6.28,1166,Ground Nuts
22,11,5,28,67,6.09,826,Tobacco
12,28,9,33,65,7.02,652,Maize
21,26,1,31,65,6.28,1947,Sugarcane
20,2,1,27,50,6.38,1334,Sugarcane
4,10,5,29,70,6.91,596,Wheat
29,35,0,31,61,6.72,465,Oil seeds
16,32,18,31,50,6.63,498,Pulses
37,7,4,31,52,7.69,1009,Cotton
38,27,4,35,68,7.3,740,Cotton
30,23,18,26,51,6.4,799,Ground Nuts
16,27,3,29,61,6.75,653,Maize
27,36,12,35,50,6.4,476,Barley
35,15,8,25,71,6.8,718,Maize
36,26,14,31,67,6.4,715,Tobacco
4,2,0,27,54,6.77,605,Ground Nuts
15,13,1,27,53,6.91,448,Millets
32,3,4,34,53,6.34,497,Barley
25,1,15,37,60,7.21,631,Wheat
22,24,12,30,57,7.52,704,Oil seeds
38,13,18,31,63,6.33,681,Ground Nuts
26,30,9,30,64,6.3,684,Tobacco
41,39,18,33,50,6.7,400,Barley
22,4,6,27,63,7.79,414,Wheat
41,14,3,35,53,7.52,663,Oil seeds
10,3,1,37,60,6.57,506,Barley
29,18,17,36,70,6.44,514,Ground Nuts
26,26,9,30,55,6.28,310,Barley
27,37,3,37,68,6.7,1101,Ground Nuts
8,13,6,30,64,6.2,604,Maize
40,37,13,25,72,6.33,1262,Sugarcane
23,21,7,35,72,7,328,Millets
15,3,1,32,59,7.29,739,Pulses
42,15,9,25,72,5.55,814,Tobacco
14,24,11,27,67,6.61,367,Barley
7,9,0,38,52,6.07,785,Pulses
24,31,12,27,54,6.01,522,Maize
10,9,14,37,63,6.5,1778,Sugarcane
40,23,9,36,64,6.42,554,Maize
20,26,16,28,58,7.55,917,Cotton
42,37,11,29,61,6.33,948,Ground Nuts
30,15,10,31,61,7.18,384,Millets
36,24,1,33,63,7.19,666,Wheat
33,38,16,32,59,6.81,1144,Ground Nuts
32,21,4,35,59,7.44,785,Oil seeds
12,28,13,33,67,7.35,736,Barley
26,14,16,34,64,7.11,493,Pulses
25,11,11,29,58,5.62,1442,Paddy
6,3,12,28,61,7.28,410,Pulses
31,37,13,25,52,6.72,566,Ground Nuts
18,19,16,34,53,7.33,577,Millets
20,41,8,27,64,6.16,351,Millets
27,41,9,28,61,7.04,719,Barley
40,38,12,29,60,6.61,599,Oil seeds
17,40,19,26,62,6.8,489,Barley
8,6,2,37,72,6.02,864,Tobacco
36,4,5,27,70,6.3,1069,Sugarcane
14,35,12,38,71,6.9,579,Ground Nuts
30,15,9,27,64,6.71,1221,Sugarcane
29,32,1,35,65,6.85,843,Wheat
38,26,4,26,70,7.26,411,Millets
5,34,18,27,70,6.93,747,Maize
15,0,16,26,70,6.14,357,Millets
27,35,12,36,68,6.27,769,Barley
23,6,13,32,53,6.57,1331,Paddy
24,22,5,31,53,6.71,471,Oil seeds
32,33,13,33,58,6.71,824,Tobacco
4,1,6,35,53,6.76,502,Millets
24,7,6,33,72,6.7,1476,Paddy
16,13,19,29,63,6.07,691,Ground Nuts
10,12,10,33,61,6.08,461,Barley
13,42,1,28,69,6.86,1016,Paddy
29,33,19,36,56,7.08,712,Oil seeds
27,34,2,36,65,7.14,458,Pulses
26,9,11,36,55,6.33,353,Millets
11,22,8,25,54,6.13,971,Ground Nuts
36,26,6,34,69,7.24,683,Maize
39,20,17,31,72,7.37,703,Barley
21,16,7,30,55,6.66,406,Pulses
27,34,17,27,72,7.76,485,Wheat
20,17,17,28,72,6.36,521,Maize
35,27,15,25,70,6.24,1397,Sugarcane
27,11,17,33,54,7.34,408,Millets
11,39,17,30,53,6.48,609,Ground Nuts
7,13,13,32,53,6.11,738,Maize
13,7,2,37,69,6.4,417,Barley
15,19,6,31,61,5.66,1416,Paddy
39,14,12,37,58,6.64,759,Oil seeds
40,22,15,29,62,6.74,894,Tobacco
20,14,13,32,70,7.49,652,Maize
34,18,9,32,69,6.74,603,Tobacco
30,31,17,25,66,6.05,362,Millets
14,14,0,28,52,7.29,659,Maize
31,38,1,25,57,6.5,1300,Sugarcane
28,31,7,36,52,6.22,830,Tobacco
42,12,9,30,65,7.66,716,Wheat
20,11,8,35,50,7.38,504,Maize
33,9,17,37,55,6.05,1385,Paddy
32,1,2,28,56,6.23,333,Barley
29,21,11,37,68,6.18,878,Wheat
20,28,2,25,68,7.38,725,Maize
7,8,19,37,60,6.45,844,Ground Nuts
29,12,3,31,51,7.29,558,Barley
12,32,10,25,63,6.08,616,Barley
10,38,10,32,52,6.54,447,Millets
9,5,7,34,65,7.35,1618,Sugarcane
15,39,16,29,62,6.43,439,Pulses
28,18,4,32,55,7.19,575,Oil seeds
5,3,16,30,51,7.21,806,Pulses
18,41,13,36,65,6.09,838,Pulses
25,9,2,29,55,7.17,566,Oil seeds
37,32,18,28,58,5.88,964,Tobacco
11,32,10,32,69,7.35,861,Wheat
18,14,5,29,51,6.04,1280,Sugarcane
15,21,8,36,70,6.81,757,Wheat
4,24,14,27,70,6.48,449,Pulses
33,19,6,38,72,7.19,603,Barley
13,3,0,34,72,6.75,953,Ground Nuts
37,37,17,32,52,6.07,945,Ground Nuts
40,37,0,38,72,7.66,783,Cotton
14,5,5,36,59,7.09,978,Wheat
31,29,3,30,51,6.03,731,Ground Nuts
25,39,18,32,67,6.37,1207,Paddy
28,4,3,25,62,7.16,989,Wheat
27,15,9,30,56,6.88,632,Maize
39,17,9,33,72,7.37,547,Wheat
42,8,12,31,63,6.96,688,Maize
7,34,3,32,60,6.8,708,Maize
40,28,11,25,55,6.66,575,Maize
12,32,8,37,59,7.47,506,Millets
28,33,6,37,53,6.04,1082,Paddy
42,39,1,34,58,6.62,663,Pulses
21,10,11,37,53,6.4,641,Pulses
24,29,5,25,59,6.73,1598,Sugarcane
30,35,19,34,57,6.99,680,Wheat
5,8,6,38,57,5.87,821,Tobacco
18,17,16,28,63,6.74,625,Tobacco
7,8,6,25,64,6.96,327,Millets
19,7,1,35,67,6.96,413,Oil seeds
39,40,3,35,56,5.88,1368,Paddy
30,10,10,25,68,6.14,419,Barley
30,28,11,29,61,6.57,1996,Sugarcane
42,27,19,30,56,8.04,978,Cotton
39,34,0,33,64,5.68,1361,Paddy
19,24,19,34,70,7.84,777,Cotton
37,31,13,32,52,7.93,577,Oil seeds
22,6,2,33,68,6.24,916,Ground Nuts
30,27,17,38,67,5.96,766,Tobacco
22,22,6,30,59,7.28,608,Wheat
19,27,13,28,66,6.78,372,Barley
30,41,17,33,61,6.68,1331,Sugarcane
22,30,19,35,59,6.3,447,Pulses
16,18,5,31,69,6.54,619,Ground Nuts
19,10,4,26,52,6.04,950,Ground Nuts
26,24,4,32,52,7.14,1196,Ground Nuts
6,12,3,35,51,6.27,1107,Paddy
20,4,1,29,51,6.12,593,Ground Nuts
29,15,19,37,56,6.04,313,Millets
14,33,15,28,50,7.19,664,Maize
39,28,4,36,57,6.5,739,Tobacco
39,34,2,27,59,6.73,977,Wheat
18,19,3,30,68,7.14,1706,Sugarcane
18,16,5,38,70,6.98,1315,Sugarcane
36,0,1,38,68,6.65,676,Wheat
10,18,7,35,64,7.86,612,Oil seeds
24,29,6,30,55,7.34,462,Wheat
27,6,16,31,58,6.72,968,Wheat
40,21,0,30,59,6.99,1852,Sugarcane
4,25,13,34,66,6.47,934,Wheat
23,0,9,27,70,7.13,587,Millets
6,25,0,32,54,6.95,1260,Sugarcane
24,10,13,33,56,6.77,554,Maize
33,13,11,31,60,7.32,639,Wheat
36,40,9,31,58,6.87,536,Oil seeds
10,2,7,30,68,6.85,515,Barley
15,10,15,34,59,7.09,591,Millets
30,36,6,31,55,6.46,775,Maize
4,21,5,28,64,7.39,671,Maize
25,36,10,37,72,6.99,545,Ground Nuts
6,15,17,33,69,6.11,735,Tobacco
27,14,3,37,54,6.01,877,Ground Nuts
36,31,14,34,67,7.62,626,Wheat
18,41,9,33,70,6.84,787,Oil seeds
12,9,12,25,71,7.36,1007,Cotton
19,29,2,28,60,7.45,464,Millets
34,12,13,29,52,5.98,1129,Paddy
15,23,16,27,57,7.65,891,Cotton
36,14,3,36,72,7.48,417,Millets
6,13,15,32,58,6.12,775,Tobacco
39,34,10,30,53,5.95,950,Tobacco
17,39,2,30,65,7.9,568,Oil seeds
35,34,11,27,67,5.54,621,Tobacco
41,3,3,27,58,6.74,751,Pulses
28,3,11,31,52,7.21,750,Barley
10,40,10,28,68,7.12,598,Wheat
23,4,16,25,57,7.33,985,Cotton
40,4,6,36,68,6.16,571,Millets
6,24,10,34,67,7.54,1129,Cotton
41,15,16,36,56,7.39,459,Barley
38,8,14,37,52,5.56,1231,Paddy
19,14,9,27,67,6.85,457,Millets
33,40,17,29,65,6.73,770,Maize
37,38,3,29,50,5.97,1186,Paddy
42,1,17,36,64,7.07,317,Barley
26,33,1,31,61,7.43,514,Oil seeds
12,38,8,33,60,6.43,735,Maize
25,30,6,35,58,6.97,457,Pulses
24,38,8,29,57,7.85,1152,Cotton
37,8,11,31,71,6.68,713,Ground Nuts
15,12,10,27,66,6.7,787,Tobacco
6,33,18,28,54,6.68,480,Millets
34,21,3,30,65,6.5,1422,Paddy
19,19,11,38,52,6.09,777,Wheat
18,16,3,28,52,6.21,582,Maize
6,38,18,30,57,7.48,472,Pulses
16,34,12,28,61,7.23,579,Maize
6,31,0,38,54,6.9,735,Ground Nuts
26,0,11,37,57,6.39,782,Maize
11,38,4,32,50,6.81,606,Wheat
38,42,9,28,62,7.5,424,Millets
13,28,3,28,60,6.58,687,Wheat
34,36,2,31,57,7.32,700,Cotton
25,5,18,28,62,5.59,912,Tobacco
16,36,16,34,52,6.82,539,Maize
5,40,7,29,56,6.75,902,Ground Nuts
37,25,3,37,59,7.03,567,Barley
8,24,15,27,70,6.75,987,Tobacco
15,3,9,36,69,6.71,471,Oil seeds
12,4,12,34,70,7.02,305,Barley
25,1,11,34,54,7.4,542,Maize
10,27,16,30,56,7.43,476,Wheat
34,35,1,38,53,6.2,996,Tobacco
15,8,17,31,54,6.9,1127,Sugarcane
29,23,5,30,52,6.77,412,Millets
20,42,8,38,50,6.25,600,Wheat
42,14,18,27,71,6.6,775,Oil seeds
8,33,5,34,65,6.18,1002,Paddy
12,10,12,27,53,7.44,729,Maize
35,39,19,29,68,6.7,440,Millets
34,26,17,35,60,7.47,618,Wheat
28,2,4,25,51,7.32,917,Cotton
31,21,6,38,50,6.48,938,Ground Nuts
9,37,5,32,50,6.93,696,Ground Nuts
8,4,8,29,57,6.6,742,Oil seeds
8,16,6,27,51,7.84,1185,Cotton
13,5,4,27,52,6.92,454,Pulses
24,28,4,36,53,7.2,309,Barley
15,31,17,30,51,6.05,412,Pulses
32,12,15,36,60,6.04,1172,Sugarcane
37,37,7,31,67,6.57,363,Barley
10,14,8,28,50,6.14,545,Wheat
33,11,8,28,71,6.55,592,Wheat
35,18,6,37,55,6.93,373,Barley
12,26,0,31,63,6.01,774,Tobacco
14,0,18,27,54,6.33,981,Wheat
15,28,5,25,57,6.43,697,Tobacco
19,0,19,34,56,8.16,1087,Cotton
33,25,6,32,64,7.7,878,Wheat
12,39,5,26,61,6.86,466,Wheat
24,31,2,38,66,6.86,797,Barley
25,29,9,28,66,7.99,576,Oil seeds
19,3,3,29,62,7.74,429,Wheat
23,32,5,32,67,6.6,591,Pulses
21,33,4,30,70,7.68,536,Oil seeds
22,4,6,38,54,6.73,967,Tobacco
39,20,4,32,61,7.8,1175,Cotton
11,20,12,29,59,6.48,811,Tobacco
39,32,2,26,69,6.56,407,Pulses
29,2,19,37,59,6.7,839,Pulses
24,0,15,32,50,6.14,919,Tobacco
32,3,7,34,67,6.67,458,Pulses
33,26,16,33,64,6.12,1066,Paddy
10,5,18,31,60,6.71,637,Tobacco
39,0,0,38,60,7.43,797,Maize
20,15,7,34,55,6.34,552,Pulses
4,23,3,26,71,6.13,466,Barley
19,10,19,34,68,7.14,580,Maize
17,16,0,31,50,6.85,638,Maize
4,23,0,28,55,6.55,748,Maize
19,21,8,29,50,6.95,852,Pulses
30,37,17,31,63,5.84,1003,Paddy
5,5,3,35,60,6.97,1193,Sugarcane
6,34,19,28,67,8.07,778,Cotton
17,12,17,32,59,7.19,916,Ground Nuts
9,9,3,33,59,6.5,974,Ground Nuts
13,14,6,27,67,6.77,939,Wheat
42,4,6,27,53,6.04,570,Millets
39,15,9,38,70,7.15,638,Maize
21,24,11,37,70,7.15,540,Millets
37,38,9,30,70,6.77,1117,Ground Nuts
21,4,17,37,65,7.61,526,Wheat
7,38,4,33,62,6.48,1014,Paddy
9,31,4,36,56,6.95,989,Ground Nuts
38,15,6,36,68,6.32,681,Maize
29,26,17,25,50,5.53,1137,Paddy
8,20,18,37,69,6.49,630,Wheat
42,5,13,38,65,7.1,1116,Cotton
12,40,16,32,64,6.02,801,Pulses
39,23,0,28,68,6.91,954,Ground Nuts
34,39,11,30,60,6.01,484,Millets
27,20,7,34,67,5.57,802,Tobacco
18,21,5,34,64,6.34,387,Barley
23,2,16,38,57,6.84,1089,Paddy
10,9,0,30,63,6.05,726,Maize
38,7,14,30,63,6.14,575,Barley
39,34,18,30,63,7.55,478,Wheat
16,15,17,36,63,7.31,572,Wheat
37,18,9,32,60,6.48,967,Wheat
39,37,5,31,62,7.19,659,Maize
25,22,13,29,52,6.98,559,Pulses
33,3,12,36,64,6.9,524,Ground Nuts
40,31,5,28,66,6.45,579,Pulses
8,12,18,30,72,6.29,755,Tobacco
24,25,17,38,56,6.67,1001,Ground Nuts
10,12,1,33,53,6.96,769,Wheat
27,35,3,26,56,7.02,593,Barley
17,16,12,36,63,6.01,769,Ground Nuts
28,18,10,36,71,6.33,574,Maize
28,27,19,32,54,7.5,929,Wheat
41,12,0,37,60,5.69,1156,Paddy
4,16,18,37,55,6.35,559,Millets
31,29,16,36,51,6.79,325,Barley
23,10,2,28,56,7.03,1010,Ground Nuts
42,3,8,31,71,6.34,421,Pulses
4,20,6,28,61,6.74,1221,Paddy
25,13,1,35,61,6.59,768,Tobacco
24,39,7,32,61,6.51,685,Wheat
40,38,5,38,55,6.5,1234,Paddy
10,39,13,27,52,6.97,645,Pulses
8,36,16,25,59,6.7,1741,Sugarcane
14,41,1,33,61,6.33,1026,Ground Nuts
21,37,7,38,66,7.09,1743,Sugarcane
19,1,11,27,56,7.07,1123,Cotton
35,14,10,37,69,5.79,982,Tobacco
7,5,2,25,51,6.86,767,Oil seeds
7,13,10,35,71,7.25,1707,Sugarcane
26,2,6,33,54,5.77,1302,Paddy
6,31,15,32,72,7.21,579,Oil seeds
36,10,4,29,62,5.86,888,Tobacco
34,0,6,30,52,6.46,632,Pulses
32,28,14,29,70,5.83,1322,Paddy
28,25,3,35,66,7.16,622,Maize
8,2,12,25,68,6.47,1180,Paddy
19,14,15,28,59,6.59,722,Maize
18,37,7,25,71,6.31,659,Ground Nuts
41,25,14,38,50,6.34,713,Pulses
31,13,7,26,63,6.64,983,Ground Nuts
29,32,16,28,54,7.02,389,Millets
31,20,1,27,60,5.58,1272,Paddy
34,36,14,26,57,6.49,577,Maize
11,32,15,35,51,7.03,739,Maize
27,14,0,35,65,6.36,566,Maize
35,13,2,38,54,6.12,478,Millets
38,1,5,27,53,7.37,721,Maize
4,15,2,28,57,6.15,742,Ground Nuts
19,30,2,29,53,6.97,784,Maize
41,11,12,29,58,6.22,866,Ground Nuts
31,9,8,37,55,6.06,392,Barley
5,8,18,37,63,6.38,741,Barley
35,21,19,38,66,6.6,799,Oil seeds
10,16,5,30,71,6.07,651,Maize
25,28,12,36,66,7.45,416,Pulses
27,4,11,37,59,6.82,1383,Paddy
18,21,15,25,63,7.1,938,Wheat
39,8,15,25,67,6.13,554,Maize
29,12,1,36,59,6.14,765,Pulses
33,3,14,28,57,6.24,1063,Paddy
36,34,8,31,70,6.12,417,Millets
32,25,0,27,72,7.47,680,Barley
36,20,8,27,66,7.43,521,Oil seeds
12,38,17,38,55,7.09,409,Oil seeds
18,0,4,34,55,6.36,753,Maize
33,18,15,37,60,7.67,1161,Cotton
7,28,1,33,72,5.55,870,Tobacco
21,38,7,27,70,6.48,634,Maize
13,15,8,27,63,6.2,776,Ground Nuts
25,24,2,38,59,6.09,503,Pulses
42,10,8,37,50,7.28,760,Cotton
41,5,13,29,51,7.3,710,Pulses
19,37,15,31,57,6.55,891,Wheat
31,13,8,34,69,7.22,747,Oil seeds
29,36,3,33,66,7.67,1073,Cotton
36,33,14,33,69,7.37,597,Millets
15,5,14,25,57,6.71,1165,Sugarcane
25,32,13,26,55,5.8,819,Tobacco
28,36,12,32,57,6,1293,Paddy
26,0,3,38,64,7.12,660,Barley
9,31,9,34,72,7.49,450,Millets
34,13,2,33,69,6.91,536,Maize
25,28,13,32,69,7.24,880,Wheat
29,36,4,37,63,7.01,691,Oil seeds
32,9,15,31,70,7.75,926,Wheat
22,5,6,28,68,6.02,939,Tobacco
21,19,6,28,59,7.4,719,Oil seeds
33,36,6,33,57,6.69,683,Tobacco
15,38,8,31,62,7.1,442,Oil seeds
32,21,8,38,59,7.66,715,Oil seeds
10,41,5,37,55,7.35,758,Maize
4,39,9,28,58,6.44,1840,Sugarcane
27,1,11,34,72,6.06,717,Tobacco
18,1,9,27,65,5.94,856,Tobacco
30,22,1,25,72,6.38,1018,Paddy
38,14,4,26,53,6.56,879,Pulses
42,38,6,37,52,6.72,741,Pulses
23,7,15,38,62,5.59,673,Tobacco
14,36,19,36,60,5.92,672,Tobacco
41,36,9,38,59,7.47,572,Barley
16,14,17,32,53,6.63,1110,Sugarcane
13,2,15,33,61,7.37,1732,Sugarcane
24,33,17,30,66,6.5,454,Pulses
23,16,0,38,65,5.69,630,Tobacco
39,11,19,28,51,6.55,1720,Sugarcane
34,32,19,37,55,6.77,676,Pulses
8,5,3,37,69,6.09,474,Millets
8,34,19,25,53,7.04,755,Wheat
13,29,11,38,70,6.71,933,Ground Nuts
38,18,11,29,68,6.08,493,Millets
28,29,17,25,54,7.24,585,Pulses
29,25,6,36,66,6.88,1338,Paddy
15,17,5,26,71,6.65,710,Ground Nuts
38,3,10,28,59,8.13,964,Cotton
21,41,9,30,63,6.27,1464,Sugarcane
15,42,14,30,71,7.27,393,Millets
28,31,0,31,57,7.03,641,Wheat
35,19,15,34,66,7.76,788,Cotton
4,11,0,36,71,6.34,556,Millets
25,13,17,26,62,6.85,909,Ground Nuts
24,9,17,25,67,6.78,1065,Ground Nuts
40,4,17,30,62,6.1,300,Millets
31,8,18,35,53,6.9,940,Ground Nuts
41,15,9,26,66,6.46,1354,Paddy
35,10,18,26,63,5.89,786,Tobacco
24,24,2,33,52,6.58,520,Millets
8,34,19,36,50,6.42,1215,Paddy
37,38,17,30,52,6.06,524,Maize
7,24,12,28,67,7.4,321,Millets
5,2,8,36,50,7.08,761,Maize
4,37,16,30,68,6.78,755,Oil seeds
8,21,11,31,56,5.92,716,Tobacco
25,42,13,34,56,6.06,1125,Ground Nuts
12,13,9,25,71,6.09,740,Ground Nuts
24,20,3,27,53,7.1,897,Pulses
27,1,2,28,68,6.33,337,Barley
20,6,16,33,50,6.88,708,Maize
20,7,6,38,57,5.81,1246,Paddy
12,32,19,37,58,5.69,1125,Paddy
23,10,16,36,52,6.88,1309,Paddy
14,15,19,37,67,6.89,493,Oil seeds
32,22,12,32,72,7.45,742,Cotton
8,3,14,28,70,6.2,976,Tobacco
31,16,13,34,55,6.33,755,Pulses
9,17,15,34,69,8.07,1022,Cotton
7,39,15,30,58,7.33,1989,Sugarcane
25,9,9,37,57,8.15,924,Cotton
38,28,11,32,51,6.98,1447,Sugarcane
20,23,16,35,53,6,777,Tobacco
35,1,9,30,72,7.61,412,Wheat
40,14,16,31,67,5.89,1389,Paddy
31,4,12,33,71,7.57,835,Cotton
4,4,5,37,50,7.17,408,Wheat
21,7,19,28,64,6.5,1046,Ground Nuts
29,41,9,25,51,7.06,734,Maize
40,29,19,25,63,6.78,901,Tobacco
19,41,2,38,51,6.08,533,Millets
41,25,7,38,69,7.24,528,Barley
37,36,18,35,59,6.07,439,Millets
6,10,17,29,51,7.51,946,Wheat
15,38,17,29,57,7.15,485,Pulses
34,1,12,33,56,7.02,371,Millets
38,4,8,28,61,6.63,349,Millets
7,2,14,36,69,7.11,654,Wheat
12,32,13,29,70,6.17,752,Maize
12,15,1,35,53,5.64,647,Tobacco
27,9,14,35,56,7.62,761,Wheat
20,7,14,36,65,6.32,1048,Paddy
6,31,16,35,65,6.54,767,Maize
11,42,4,29,64,7.73,536,Oil seeds
13,10,8,30,53,7.41,911,Cotton
42,6,16,33,70,6.27,554,Barley
34,10,0,30,58,6.51,775,Maize
31,39,18,37,59,7.26,892,Wheat
11,40,16,25,52,6.68,586,Oil seeds
15,23,17,29,59,6.9,405,Pulses
40,34,16,30,55,6.89,1313,Sugarcane
7,20,12,38,58,6.98,1164,Ground Nuts
6,39,14,36,56,6.12,616,Tobacco
21,33,13,35,60,6.29,1944,Sugarcane
17,6,0,38,62,6.81,652,Maize
5,34,15,29,50,5.86,1248,Paddy
37,15,12,27,66,6.19,644,Barley
15,35,14,25,65,7.46,521,Oil seeds
41,39,1,26,69,6.98,1427,Paddy
29,19,1,29,63,6.38,572,Maize
6,9,3,31,51,7.22,646,Maize
38,32,10,26,56,6.99,319,Millets
11,17,16,35,71,6.39,634,Barley
31,1,4,30,72,5.68,823,Tobacco
8,18,1,30,58,6.97,674,Oil seeds
34,24,19,27,55,7.87,1048,Cotton
8,10,15,38,60,7.49,318,Millets
14,1,0,31,58,6.21,380,Millets
13,8,4,35,54,6.14,996,Tobacco
37,28,14,29,57,6.26,1477,Sugarcane
27,3,15,31,59,6.98,1382,Paddy
32,37,13,28,53,6.77,410,Millets
22,27,19,26,64,6.13,413,Wheat
20,20,0,27,52,7.07,336,Millets
29,13,13,38,58,6.38,765,Wheat
37,17,2,34,63,7.43,411,Oil seeds
30,33,17,29,52,7.25,1078,Cotton
28,23,7,25,68,7.42,1393,Sugarcane
12,32,16,34,71,6.42,537,Maize
9,42,9,29,60,7.42,1682,Sugarcane
33,34,0,32,55,6.9,537,Millets
4,19,14,31,54,6.52,1006,Paddy
6,24,15,37,54,6.56,357,Millets
25,15,14,31,54,7.43,483,Oil seeds
9,1,16,33,71,6.28,735,Barley
13,1,4,33,63,8.15,789,Cotton
18,21,7,38,53,7.08,466,Barley
34,18,5,28,58,6.05,448,Wheat
42,3,7,26,63,6.68,1290,Paddy
32,29,16,35,59,6.17,421,Millets
18,29,12,38,54,7.21,844,Pulses
7,7,8,29,59,5.98,858,Tobacco
18,35,17,31,57,7.32,556,Maize
38,35,14,25,66,6.72,1004,Ground Nuts
41,37,13,35,50,5.65,1195,Paddy
9,7,0,31,51,6.96,812,Wheat
8,33,10,32,57,6.91,549,Oil seeds
35,0,0,33,53,7.05,1133,Cotton
12,33,5,33,69,7.25,522,Maize
20,16,8,35,67,6.67,1303,Sugarcane
8,28,5,25,51,6.94,1155,Ground Nuts
25,31,10,25,57,6.47,666,Wheat
5,40,18,29,52,7.06,783,Pulses
14,7,1,33,63,6.89,1180,Paddy
34,24,5,36,64,7.23,310,Millets
19,41,11,31,65,6.4,371,Millets
39,34,16,27,70,7.51,1159,Cotton
36,34,1,26,56,6.73,530,Millets
40,33,17,37,65,6.17,635,Ground Nuts
36,40,4,34,50,7.83,625,Oil seeds
29,28,16,31,61,7.92,1114,Cotton
33,41,5,31,56,7.53,774,Cotton
12,37,13,25,64,7.45,784,Pulses
8,38,9,27,61,6.58,1961,Sugarcane
19,30,9,37,72,7.83,1156,Cotton
25,9,1,30,64,6.38,1101,Paddy
28,11,0,27,71,6.76,1452,Paddy
28,28,15,33,59,7.47,995,Wheat
31,41,0,33,65,6.34,447,Millets
7,42,10,36,64,6.7,424,Oil seeds
22,4,8,34,50,6.16,1409,Paddy
37,18,9,34,67,6.57,1250,Sugarcane
41,24,0,38,52,6.37,831,Wheat
16,37,15,35,66,7.98,1119,Cotton
27,1,6,25,69,7.25,495,Pulses
19,4,10,38,63,6.56,867,Tobacco
7,11,12,27,64,6.32,1480,Sugarcane
6,19,11,32,57,5.89,1029,Paddy
4,35,13,25,52,6.14,783,Wheat
42,5,14,34,63,6.83,1006,Paddy
40,0,11,38,65,7.13,425,Millets
20,36,17,26,64,7.56,1116,Cotton
11,21,14,29,71,6.54,1527,Sugarcane
8,2,1,38,67,7.15,1339,Sugarcane
27,8,17,34,53,6.12,341,Millets
7,40,17,38,51,6.47,475,Wheat
5,8,15,27,54,6.49,814,Pulses
38,39,8,29,69,5.8,785,Tobacco
42,26,7,31,55,6.68,1732,Sugarcane
42,11,2,35,54,6.4,329,Barley
33,10,19,32,59,7.2,622,Oil seeds
22,5,13,36,69,6.43,840,Wheat
39,31,10,27,71,6.81,1660,Sugarcane
14,27,15,36,65,6.25,513,Barley
35,23,10,29,61,6.78,612,Oil seeds
29,21,8,31,51,6.51,575,Wheat
34,36,8,31,67,6.49,708,Tobacco
26,11,6,36,51,7.27,341,Millets
25,31,10,34,72,7.1,724,Cotton
16,2,15,26,50,5.71,757,Tobacco
8,35,3,33,64,7.09,504,Ground Nuts
7,28,17,26,66,6.95,990,Wheat
20,26,1,31,54,5.87,1147,Paddy
40,16,7,33,62,7.44,737,Pulses
20,41,2,37,61,5.62,1179,Paddy
8,8,8,27,56,6.78,684,Ground Nuts
14,0,9,35,56,7.25,331,Millets
31,42,9,26,70,6.27,667,Wheat
6,27,16,30,72,6.67,644,Wheat
41,39,10,29,71,7.05,633,Wheat
7,41,14,33,68,7.35,914,Wheat
32,9,1,28,58,6.6,592,Millets
24,15,19,32,63,7.05,781,Maize
37,4,10,33,64,6.86,590,Barley
12,37,10,28,55,7.64,1093,Cotton
35,17,19,38,60,7.57,1162,Cotton
32,5,13,27,52,6.59,703,Pulses
22,19,19,34,62,6.51,1393,Paddy
13,1,8,37,67,7.04,336,Barley
20,18,4,27,52,6.11,1111,Paddy
8,41,16,29,72,6.71,509,Millets
16,11,4,35,69,5.74,1456,Paddy
18,16,19,37,61,7.18,1578,Sugarcane
21,31,16,31,53,6.3,544,Ground Nuts
22,41,10,33,60,7.53,550,Oil seeds
17,14,2,30,58,6.05,332,Barley
26,25,16,28,60,6.73,350,Millets
35,12,13,31,69,6.16,1365,Paddy
29,28,18,38,68,6.58,880,Tobacco
24,34,14,31,72,7.16,893,Wheat
26,19,2,32,52,7.24,423,Oil seeds
36,9,7,28,51,7.69,404,Oil seeds
7,17,7,34,71,6.75,1342,Sugarcane
37,35,2,25,61,6.64,585,Wheat
23,15,15,27,64,6.91,1744,Sugarcane
23,32,5,30,63,6.96,738,Oil seeds
16,37,7,32,50,5.78,1183,Paddy
19,5,3,32,56,7.68,865,Cotton
